C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 32, col 39, Warning - 'ExpenseAnalytics' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 66, col 7, Warning - 'YEARS' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 84, col 10, Warning - 'calDayExpenses' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 142, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 152, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 158, col 52, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 169, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 183, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 248, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 272, col 40, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 272, col 55, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 297, col 12, Warning - 'openCalDayExpenses' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 436, col 38, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 477, col 53, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 494, col 93, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 625, col 40, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\groups.tsx: line 38, col 3, Warning - Unexpected console statement. (no-console)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\groups.tsx: line 56, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\groups.tsx: line 97, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\hospitals.tsx: line 93, col 26, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\hospitals.tsx: line 134, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\hospitals.tsx: line 189, col 15, Warning - 'admin_email' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\hospitals.tsx: line 189, col 28, Warning - 'admin_password' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\hospitals.tsx: line 189, col 44, Warning - 'admin_full_name' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\hospitals.tsx: line 190, col 80, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 9, col 10, Warning - 'Mail' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 24, col 38, Warning - 'Appointment' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 50, col 65, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 94, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 106, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 117, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\appointments\detail.tsx: line 128, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
